facility_id;district_id;facility_name;province_id;dhis_code;longitude;latitude
ZW030401;ZW0304;Garaba;ZW03;AMeY6hXLpfJ;31.53463936;-18.7085
ZW030402;ZW0304;Goneso;ZW03;sQTDkxDALfD;31.90127945;-18.89328
ZW030403;ZW0304;Goto;ZW03;JmPNa09jErl;31.80672073;-18.72842
ZW030405;ZW0304;Sengezi;ZW03;YpyGnrByRlN;31.48711014;-18.74408
ZW030406;ZW0304;Gotora/Skimpton Clinic;ZW03;jvPwK9jlFjR;31.45557;-18.65151
ZW030407;ZW0304;Idube;ZW03;isHKFLO4HHq;31.52172;-18.50209
ZW030408;ZW0304;Sango ;ZW03;KlF4lvdXsZh;31.7505;-18.7824
ZW03040A;ZW0304;Wedza;ZW03;MZgVEwKjxI3;31.56722069;-18.62839
ZW03040B;ZW0304;Mt St Mary's;ZW03;MIIoWiLSVfi;31.6835804;-18.70842
ZW030425;ZW0304;Chigondo;ZW03;i6teuuckzzW;31.71972084;-18.85983
ZW030427;ZW0304;Mukamba;ZW03;RUbBKXlaAGF;31.82132912;-18.87653
ZW030445;ZW0304;Chikurumadziva;ZW03;Pe9vjw20foQ;31.91749954;-19.04894
ZW030446;ZW0304;Makarara;ZW03;O2TArDE6O3s;31.83481026;-19.02697
ZW030447;ZW0304;Zvidhuri;ZW03;fS3cTGFoLZ0;31.72294044;-18.96144
ZW030501;ZW0305;Border Church;ZW03;mfbKAvsWhd6;31.34056091;-18.23686
ZW030502;ZW0305;Chimbwanda;ZW03;NF7mpu2EvNX;31.15019035;-18.40128
ZW030503;ZW0305;Dimbiti;ZW03;fQUGtsR81lp;31.78936005;-18.38519
ZW030504;ZW0305;Kushinga Phikelela;ZW03;qEnOAb2ngj2;31.6699;-18.1544
ZW030505;ZW0305;Mudzimuirema;ZW03;xDCT70uOXUQ;31.09005928;-18.28439
ZW030506;ZW0305;Wenimbe;ZW03;M4GcIA6G5Yf;31.79039001;-18.23633
ZW03050A;ZW0305;Marondera Provincial Hospital;ZW03;zrEeu5PasDm;31.53450012;-18.20553
ZW03050B;ZW0305;Chiota;ZW03;nk2lS02CIvE;31.2404995;-18.32094
ZW03050C;ZW0305;Mahusekwa District Hospital;ZW03;QHPjyQCdaZ1;31.54143906;-18.18464
ZW030511;ZW0305;ZPS Marondera Prison Clinic ;ZW03;zjRZGEq6H2c;31.43256;-18.18013
ZW030512;ZW0305;ZRP;ZW03;O6kzhSbPx0o;31.55904;-18.18789
ZW030513;ZW0305;Ridigita Farm Prison Clinic;ZW03;BKZmRVJ0K9V;31.5133;-18.3724
ZW030525;ZW0305;Masikana;ZW03;trTCqAUZngw;31.68660927;-18.35392
ZW030528;ZW0305;Marondera Rural Council Clinic;ZW03;lxK3LLA9aLc;31.5907;-18.1566
ZW030529;ZW0305;Chiparawe;ZW03;SzXvLdD2rg2;31.63982964;-18.00653
ZW030545;ZW0305;Igava;ZW03;oEwopIvfS15;31.62410927;-18.46728
ZW030561;ZW0305;Dombotombo;ZW03;YZuS9BT4pKu;31.56706047;-18.18722
ZW030562;ZW0305;Nyameni;ZW03;nRSfosZwTju;31.54143906;-18.20611
ZW030563;ZW0305;Nyembanzvere;ZW03;P0jm09rHVzC;31.13047;-18.21594
ZW030564;ZW0305;Lustliegh;ZW03;B35nVDlj7GY;31.38554;-18.433
ZW030586;ZW0305;Waddilove ;ZW03;xWpVDFqwfs9;31.3857;-18.2567
ZW030588;ZW0305;Rakodzi ;ZW03;AKCixQDIf0K;31.6062;-18.1825
ZW030601;ZW0306;Chimukoko;ZW03;w91Pdaoyw6t;32.50730896;-16.96742
ZW030602;ZW0306;Chiunye;ZW03;sNXjwi7ELPe;32.28713989;-17.00475
ZW030603;ZW0306;Gozi;ZW03;yMtK3S8nhQo;32.86700058;-17.18619
ZW030604;ZW0306;Kondo;ZW03;ga4R0LVpMQZ;32.65636063;-16.90114
ZW030605;ZW0306;Makaha;ZW03;ZwYyO4TGfWH;32.62403107;-17.28722
ZW030606;ZW0306;Masarakufa;ZW03;Xkfoiswgpb9;32.57027817;-17.03969
ZW030607;ZW0306;Nyamanyora;ZW03;dMek5b21Mr7;32.50497055;-16.87269
ZW03060A;ZW0306;Kotwa;ZW03;z4SzUXzBpKF;32.66936111;-16.98928
ZW030625;ZW0306;St. Pius;ZW03;Uzc69lvByvk;32.80596924;-16.75703
ZW030626;ZW0306;Kapotesa;ZW03;Xydb813pfZQ;32.75218964;-17.01956
ZW030627;ZW0306;Kotwa;ZW03;eANtdLc9zeW;32.67282867;-17.00811
ZW030628;ZW0306;Masenda;ZW03;ZPOAwzV6LOI;32.25447083;-17.10814
ZW030629;ZW0306;Nyamapanda;ZW03;DvigEFxkVl1;32.86571884;-16.96828
ZW030630;ZW0306;Nyamatawa;ZW03;Sj0rbpas8DA;32.65531158;-17.20389
ZW030631;ZW0306;Nyamukoho;ZW03;x8erRQoNuQe;32.31850052;-17.07097
ZW030632;ZW0306;Shinga;ZW03;AI3PYYYx61D;32.4394989;-17.00806
ZW030633;ZW0306;Suswe;ZW03;A07DDnPfVPy;32.40539169;-17.17456
ZW030634;ZW0306;Chisvo;ZW03;atzPnwnfKwM;32.35824966;-16.95819
ZW030691;ZW0306;Chikwizo;ZW03;e95WT3Di3Ae;32.78955841;-17.20656
ZW030692;ZW0306;Dendera;ZW03;a1nC2XuGpY0;32.7207489;-16.95756
ZW030693;ZW0306;Nyahuku;ZW03;DZPVGzfLY1Y;32.88816834;-16.81739
ZW030701;ZW0307;Chitate;ZW03;yHaKCyV8Bd5;31.88652992;-17.67478
ZW030703;ZW0307;Jekwa;ZW03;SteTta0wB61;32.08956146;-17.75797
ZW030704;ZW0307;Kadenge ;ZW03;WnPhXXKOpLq;31.7797;-17.8838
ZW030705;ZW0307;Madamombe;ZW03;TwQ48A8hBre;31.65402985;-17.47419
ZW030706;ZW0307;Munamba;ZW03;QJpvYebxudy;31.59078026;-17.89122
ZW030707;ZW0307;Murehwa;ZW03;JW2LQmwyzs4;31.789;-17.6546
ZW030708;ZW0307;Prison;ZW03;GiVFEv4yPaN;31.7877;-17.65589
ZW03070A;ZW0307;Murewa;ZW03;sCYa4AlPTb9;31.78763962;-17.65783
ZW03070B;ZW0307;St Pauls Musami;ZW03;GRyNGyhYYmi;31.5858593;-17.75058
ZW03070C;ZW0307;Nhowe;ZW03;KgmA6MdMtFY;31.94075012;-17.85256
ZW030722;ZW0307;Murewa ;ZW03;EW1W9dgRyOa;31.7801;-17.6415
ZW030723;ZW0307;Chitowa 1;ZW03;bM0W5COOBgn;31.8661;-17.5234
ZW030724;ZW0307;Chitowa 2 ;ZW03;pb9OlYzcpDj;31.9116;-17.5988
ZW030725;ZW0307;Dandara;ZW03;nWhYVNm0WBU;31.68605995;-17.50764
ZW030726;ZW0307;Dombwe ;ZW03;XUeDZQc29Ce;31.9716;-17.7698
ZW030727;ZW0307;Kadzere;ZW03;jGH2r8SpBR1;31.73699951;-17.78822
ZW030728;ZW0307;Nyamutumbu;ZW03;cD95jTscQmY;31.61743927;-17.62108
ZW030729;ZW0307;Shambamuto;ZW03;PewheyywlnB;31.63931084;-17.87231
ZW030730;ZW0307;Craiglea;ZW03;CijX89n5eHh;31.82746;-17.96305
ZW030731;ZW0307;Matututu ;ZW03;ZhCfNcrOPZb;31.7366;-17.4807
ZW030732;ZW0307;Ngwerume;ZW03;r5kFjZtm6fX;31.69831;-17.58456
ZW030745;ZW0307;Macheke;ZW03;hzPUNLSAcny;31.85560989;-18.15306
ZW030746;ZW0307;Virginia Clinic;ZW03;mG2ONKeQCOH;32.0907;-17.8553
ZW030747;ZW0307;Waterloo;ZW03;NOekVWNaW3O;31.93400002;-17.88836
ZW030748;ZW0307;Welcome Home Liden;ZW03;B7lz3ZdJEhH;31.80101;-18.10296
ZW030749;ZW0307;Kambarami ;ZW03;t7hkFBKLoGo;31.7326;-17.6268
ZW030750;ZW0307;Muchinjike ;ZW03;rVVyFuRAfpN;31.7346;-17.5402
ZW030771;ZW0307;Nehoreka;ZW03;p1T8lmKy3fI;31.58967;-17.76112
ZW030772;ZW0307;Goso;ZW03;uI3m539OPHe;31.78155;-17.55378
ZW030801;ZW0308;Hoyuyu 1;ZW03;NPo39PNvxY0;32.15555954;-17.56853
ZW030802;ZW0308;Hoyuyu 2;ZW03;WodUaeT9wjB;32.25149918;-17.76861
ZW030803;ZW0308;Kapondoro;ZW03;JFNNch7ZJVN;32.48;-17.3735
ZW030804;ZW0308;Katsukunya;ZW03;p1v1QU4KQSj;32.15468979;-17.40781
ZW030805;ZW0308;Kawewe;ZW03;NgikWvqYEkx;32.35289001;-17.21972
ZW030806;ZW0308;Mushimbo;ZW03;x44HsR9Qq1X;32.3947;-17.4282
ZW030807;ZW0308;Nyamuzizi;ZW03;ZhMnTpPHQkP;32.35602951;-17.63819
ZW030808;ZW0308;Nyadire Resettlement;ZW03;cCdp294NXnX;31.96282;-17.49227
ZW030809;ZW0308;Kushinga;ZW03;Nr9PnOvHJ5C;32.02027893;-17.62114
ZW03080A;ZW0308;Mutoko;ZW03;Wihdkhi7Aah;32.23860931;-17.42342
ZW03080B;ZW0308;Nyamuzuwe;ZW03;ibnZnbDrE09;32.25418854;-17.25403
ZW03080C;ZW0308;Makosa;ZW03;sy4K8oabHGL;32.47161102;-17.26753
ZW03080D;ZW0308;Nyadire ;ZW03;NmP3Phb5kXi;32.025;-17.422
ZW03080E;ZW0308;Louisa Guidotte;ZW03;AnhuqtGQXU9;32.38985825;-17.35572
ZW030810;ZW0308;Nzira;ZW03;SuZnhJW4o8e;32.13711166;-17.66817
ZW030811;ZW0308;Mutoko ;ZW03;yXDxPkj2VjH;32.2192;-17.4088
ZW030812;ZW0308;Chikondoma;ZW03;fqKerAPQHlY;32.2507;-17.39984
ZW030814;ZW0308;Chidye;ZW03;wucRLEdDKSm;32.62211;-17.45294
ZW030815;ZW0308;Madimutsa;ZW03;xyi6WrBmW9s;32.31187;-17.14878
ZW030825;ZW0308;Charewa;ZW03;D4WpAh9SgYH;32.15361023;-17.17356
ZW030826;ZW0308;Matedza;ZW03;UkLrjAdBsmV;32.43708038;-17.55014
ZW030827;ZW0308;Mother of Peace;ZW03;VdDV1ffFXiF;32.27;-17.4119
ZW030861;ZW0308;Mutemwa Lep.;ZW03;MejHuw2wWXV;32.25355911;-17.41978
ZW030891;ZW0308;Chindenga;ZW03;ER8MCtyWYI5;32.10519028;-17.23619
ZW030898;ZW0308;Kowo ;ZW03;KzoyRcQSBbJ;32.3095;-17.2546
ZW030899;ZW0308;Kawazva;ZW03;NHj26zCwsmI;32.26708;-17.17914
ZW0308RGM;ZW0903;RGM Airport;ZW09;;0;0
ZW030901;ZW0309;Acton Ronolds;ZW03;OFfbxvItnX5;31.03853035;-18.35294
ZW030902;ZW0309;Zhakata ;ZW03;erjaP6iGLO9;31.2097;-18.1457
ZW030903;ZW0309;Z.R.P. Seke CLINIC;ZW03;fZoVqfNG9Dg;31.1103;-18.0169
ZW030904;ZW0309;Ringa;ZW03;LEDVQ0Hpzsw;30.95043945;-18.48839
ZW030905;ZW0309;Masasa;ZW03;Abmo1sONk9G;31.10333061;-18.41806
ZW03090A;ZW0309;Beatrice;ZW03;HzsCdzycH81;30.85577965;-18.25661
ZW03090B;ZW0309;Kunaka;ZW03;oDRIn1TRJQ5;31.2219696;-18.07236
ZW030921;ZW0309;Charakupa;ZW03;cuaFWOVyBcF;31.33643913;-18.17086
ZW030922;ZW0309;Jonasi;ZW03;dinMl4eP4Nu;31.13467026;-18.05411
ZW030923;ZW0309;Makanyazingwa;ZW03;uAnfaRYyxmn;31.40163994;-18.20086
ZW030924;ZW0309;Marirangwe ;ZW03;d36D8bX616g;30.8036;-18.0727
ZW030925;ZW0309;Muda;ZW03;MCTrOJalFxg;31.01985931;-18.29
ZW030926;ZW0309;Epworth Polyclinic ;ZW03;GN8ay9yoERu;31.1395;-17.8994
ZW030983;ZW0309;Derbyshire;ZW03;L3bhMDQZ8l6;31.03632927;-17.95647
ZW030984;ZW0309;Lanark;ZW03;K8JHQUQfuae;30.90024948;-18.06819
ZW040101;ZW0401;Chibero;ZW04;NnqNcMDpUNY;30.6613903;-18.09583
ZW040102;ZW0401;Gora;ZW04;pr3OA2Snlps;30.72999954;-18.42417
ZW040103;ZW0401;Mbuyanehanda;ZW04;Xx2vto5TcJv;30.21582985;-17.92139
ZW040104;ZW0401;Monera;ZW04;QqSkHt2vLvl;30.73193932;-18.11389
ZW040105;ZW0401;Msengezi;ZW04;RjVkEZqu46z;30.10250092;-17.94944
ZW040106;ZW0401;Musinami;ZW04;SDh1YVOVccE;30.49888992;-18.30306
ZW04010B;ZW0401;Mhondoro;ZW04;Bptnjxo6m5A;30.5886097;-18.31833
ZW04010C;ZW0401;Norton;ZW04;Nooh15bzo4O;30.6875;-17.88694
ZW040125;ZW0401;Chikara;ZW04;WWbdpFMcvjZ;30.70000076;-18.47028
ZW040126;ZW0401;Chivero;ZW04;HveAeV6CvrV;30.60416985;-18.17944
ZW040127;ZW0401;Mhondoro North;ZW04;OiOTmgg2IYI;30.69388962;-18.16944
ZW040128;ZW0401;Mupawose;ZW04;cfjk1dGjdlQ;30.50250053;-18.48056
ZW040129;ZW0401;Rwizi;ZW04;m8GBz4K50XD;30.63055992;-18.44833
ZW040130;ZW0401;Watyoka;ZW04;pHfYf2HeLON;30.68638992;-18.32444
ZW040145;ZW0401;Chegutu Clinic;ZW04;MzKUnHQrIAV;30.14555931;-18.13611
ZW040146;ZW0401;Dombwe Clinic;ZW04;Jo89evshx8A;30.28083038;-17.94361
ZW040147;ZW0401;Katangautano;ZW04;CVszPWzF4WE;30.66832924;-17.8825
ZW040148;ZW0401;Sandringham;ZW04;LeZgvBMv6xR;30.66167068;-18.08361
ZW040149;ZW0401;Selous;ZW04;vT5oaS4TOdg;30.44861031;-18.06861
ZW040151;ZW0401;David Whitehead;ZW04;UPtK34fA6GZ;30.12888908;-18.14167
ZW040152;ZW0401;Hunyani;ZW04;F3kdWqiKhDN;30.70000076;-17.85778
ZW040161;ZW0401;Pfupajena;ZW04;Ntr6VH1qAJl;30.13582993;-18.12444
ZW040162;ZW0401;Chinengundu;ZW04;YrLclGGTdJa;30.1426;-18.121
ZW040176;ZW0401;ZMDC;ZW04;B0siCMc82Xc;30.1344;-18.0228
ZW040177;ZW0401;Lizmore;ZW04;ZmsUGq7jdPX;29.96793;-18.02337
ZW040178;ZW0401;Homedale;ZW04;sWjKyzkChj3;30.48453;-18.1878
ZW040179;ZW0401;Mafuti;ZW04;fy4iRoRcrth;30.2804;-18.2996
ZW040180;ZW0401;Brunswick;ZW04;qAj4FeHrhCb;30.04442;-18.22281
ZW040183;ZW0401;Suri-Suri;ZW04;lMf3rJ8V2pE;29.97694016;-18.15806
ZW040184;ZW0401;Chegutu District Hospital;ZW04;rrwRWdBIu4E;30.14944077;-18.12861
ZW040189;ZW0401;Padre Pio Poly;ZW04;;0;0
ZW040191;ZW0401;Danangwe Clinic;ZW04;;0;0
ZW040201;ZW0402;Chirundu;ZW04;KMhDzcwtcEi;28.86055946;-16.04389
ZW040202;ZW0402;Chivende;ZW04;tNooDwYWdaJ;29.34943962;-17.31583
ZW040203;ZW0402;Deve;ZW04;fYXmY87UqtV;29.03146;-17.02504
ZW040205;ZW0402;Masanga;ZW04;AWivwhWkNzl;29.22999954;-16.73611
ZW040206;ZW0402;Zvipani;ZW04;Y7BYSQJ5MLz;29.21027946;-16.98306
ZW040207;ZW0402;Zebra Downs;ZW04;E0AFzQNcapu;29.8291;-16.8509
ZW04020A;ZW0402;Karoi;ZW04;HweUoYPqEPm;29.68778038;-16.81528
ZW04020B;ZW0402;Hurungwe Rural Hospital;ZW04;;0;0
ZW04020C;ZW0402;Mwami;ZW04;feg23tKkoKy;29.7761097;-16.67167
ZW04020D;ZW0402;Chidamoyo;ZW04;UcJKVyyylMH;29.19194031;-17.14833
ZW040225;ZW0402;Chinhere;ZW04;F2zPzFu25FX;29.43693924;-17.21556
ZW040226;ZW0402;Chundu;ZW04;UzwlH9DKyqL;29.64249992;-16.39278
ZW040227;ZW0402;Kazangarare;ZW04;XEOVqP1R0dh;29.83555985;-16.55917
ZW040228;ZW0402;Nyamakaze;ZW04;KnvPyJl7vp5;29.43638992;-16.40389
ZW040229;ZW0402;Nyamhunga;ZW04;eEfUA9ZxG6Q;29.19528008;-16.885
ZW040245;ZW0402;Hewiyai;ZW04;ptcT8WoVLbG;29.67388916;-16.56972
ZW040246;ZW0402;Hesketh;ZW04;ncSavEEyOvs;29.53778076;-16.86944
ZW040247;ZW0402;Mashongwe;ZW04;Gc1X3NYyk9O;29.54166985;-16.44056
ZW040248;ZW0402;Nyangoma;ZW04;HSKwN9sUvmt;29.92667007;-16.86639
ZW040249;ZW0402;Tenewe;ZW04;vI1Kf4HOQla;29.61166954;-17.29056
ZW040275;ZW0402;Lynx;ZW04;J9WafyyWlop;29.45083046;-16.59806
ZW040291;ZW0402;Kapfunde;ZW04;f68QKUNRmhY;29.40833092;-17.06583
ZW040294;ZW0402;Kasimube;ZW04;AsmK5WOEVFv;29.87722015;-17.03111
ZW040295;ZW0402;Karuru;ZW04;ZkAUz0ZfGXn;29.6427803;-16.47806
ZW040296;ZW0402;Dete;ZW04;HWM12v0UAX6;29.94249916;-16.50056
ZW040297;ZW0402;Lan lorry;ZW04;jQkd7s1bI5s;29.46661;-16.75765
ZW040298;ZW0402;ZRP Karoi;ZW04;aG3e8vLBDp8;29.6829;-16.8175
ZW040299;ZW0402;Doro;ZW04;zyhGiUplloV;29.35702;-16.71696
ZW0402OB;ZW0402;Hurungwe Rural Hospital;ZW04;;0;0
ZW040302;ZW0403;Dondoshava;ZW04;pggK8xtOWkp;30.59693909;-18.68278
ZW040303;ZW0403;Donain;ZW04;gn52LwHeWA6;29.62888908;-18.50778
ZW040305;ZW0403;Jompani;ZW04;G57fVB65L2O;29.44861031;-18.06917
ZW040306;ZW0403;Jondale Bumbe Rural Health Centre;ZW04;cAMje9pQE3E;30.41666985;-18.59389
ZW040307;ZW0403;ZPS Kadoma Prison Clinic;ZW04;GxXp62pvGkn;29.87556076;-18.38917
ZW040308;ZW0403;Muzvezve;ZW04;ueC0VR439jb;30.58250046;-18.54444
ZW040309;ZW0403;Nyabango;ZW04;DKq7C6J9P60;29.52721977;-17.85306
ZW04030A;ZW0403;Kadoma General Hospital;ZW04;fpOZUI5rEff;29.9116706848;-18.33083
ZW04030B;ZW0403;Ngezi (mhondoro) Rural Hospital;ZW04;ysPngdiDqUX;30.63249969;-18.65417
ZW04030C;ZW0403;Sanyati Mission Hospital;ZW04;mM1Xp7OSsOv;29.30916977;-17.95278
ZW04030D;ZW0403;St Michael's Mission Hospital;ZW04;fxFr4twqaIm;30.67889023;-18.56667
ZW04030E;ZW0403;Battlefields5 Brigade Army Clinic;ZW04;qNA0WCicGW3;29.90583038;-18.62444
ZW040310;ZW0403;Nyamatani;ZW04;GG5fmAKKfw4;29.53471947;-18.19917
ZW040311;ZW0403;Vere;ZW04;fmMgkv25D5z;29.3525;-18.0937
ZW040315;ZW0403;Manyoni;ZW04;BemKVece1hq;30.46833038;-18.8175
ZW040316;ZW0403;Chemukute;ZW04;WEEMtqVtHT7;29.9796;-18.317
ZW040317;ZW0403;Twin Tops;ZW04;gWE3zAl8pbe;30.10364;-18.58832
ZW040318;ZW0403;Chingondo;ZW04;xSEU0kfcYUB;30.35557;-18.44847
ZW040320;ZW0403;Black Movale;ZW04;rs48hsAHBof;29.87599;-17.94313
ZW040321;ZW0403;Nyaonde;ZW04;knjK07tin6v;29.43693924;-17.73222
ZW040322;ZW0403;Mukarati;ZW04;ldOvhQ2kYsi;30.48917007;-18.55667
ZW040325;ZW0403;Bururu;ZW04;ggbM4q0E7FM;30.49056053;-18.69722
ZW040326;ZW0403;Chirikiti RDC Clinic;ZW04;Wy34Zk2to8H;29.42056084;-17.97611
ZW040327;ZW0403;Manyewe;ZW04;gro8cEQCXu8;30.52305985;-18.60722
ZW040328;ZW0403;Murambwa;ZW04;geW8p2ssd3n;30.72167015;-18.58333
ZW040329;ZW0403;Muuyu;ZW04;mmV7mnyIlXG;29.49193954;-17.94722
ZW040330;ZW0403;Sanyati RDC Clinic;ZW04;iyiMmbaIa08;29.24333;-17.99083
ZW040346;ZW0403;Ordoff;ZW04;daBCGmAg9r8;29.84749985;-18.28083
ZW040348;ZW0403;Turf Estate RDC Clinic;ZW04;Ml25Hu7FAPO;30.27693939;-18.67639
ZW040361;ZW0403;Rimuka;ZW04;QUKQlheaguk;29.893;-18.3458
ZW040362;ZW0403;Waverly;ZW04;vTet0yGknw8;29.9191;-18.34768
ZW040363;ZW0403;Ngezi Municipal Clinic;ZW04;dizbbt1c58H;29.85972023;-18.37889
ZW040377;ZW0403;Golden Valley;ZW04;kDHBO9DwrmJ;29.7930603;-18.22306
ZW040379;ZW0403;Patchway Mine;ZW04;GdlWakJtoRZ;29.8003;-18.2305
ZW040381;ZW0403;Jairos Jiri;ZW04;OO9JaMzwvJn;29.87825;-18.34778
ZW040384;ZW0403;Mafindifindi;ZW04;aIPqoEQQZu9;30.51416969;-18.74611
ZW040389;ZW0403;Chakari;ZW04;V91qrg6c0yU;29.84527969;-18.07833
ZW040402;ZW0404;Gatse Gatse;ZW04;wRdT8kS44sr;28.86027908;-16.78361
ZW040403;ZW0404;Kanyati;ZW04;UxQucFI6E3p;28.99527931;-16.91528
ZW040404;ZW0404;Mola;ZW04;DOhScLRYKX2;28.29861069;-16.92611
ZW040405;ZW0404;Negande;ZW04;XzL8xx0lbDy;28.24110985;-17.19278
ZW04040A;ZW0404;Kariba;ZW04;EBfmC3oJ5sM;28.79166985;-16.52028
ZW040425;ZW0404;Chalala;ZW04;rC7i1uDARQP;28.30027962;-16.84167
ZW040427;ZW0404;Msampakaruma;ZW04;lS5KthlM5eO;28.7677803;-17.15861
ZW040428;ZW0404;Siakobvu;ZW04;XwwBXUiEqLF;28.36417007;-17.13111
ZW040461;ZW0404;Nyamhunga;ZW04;JMz01Ql0U1E;28.84832954;-16.51806
ZW040462;ZW0404;Mahombekombe;ZW04;SxToMjJJz68;28.75806046;-16.52611
ZW040463;ZW0404;Kasvisva;ZW04;t3EseaHV0b5;28.50133;-17.22925
ZW040464;ZW0404;Mayovhe;ZW04;mbVEXm82AwL;28.18771;-17.02508
ZW040501;ZW0405;Chinhoyi Prison Clinic;ZW04;J6htfyEOgkh;30.19744;-17.36109
ZW040502;ZW0405;Chinhoyi ZRP Camp Clinic;ZW04;xfXOVtAcjHn;30.17167;-17.35684
ZW040503;ZW0405;Chinhoyi University Clinic;ZW04;rZD7HDCc67F;30.20806;-17.34913
ZW040505;ZW0405;Kamonde;ZW04;i7f92RTlyom;29.35861015;-17.47306
ZW040506;ZW0405;Kenzamba;ZW04;NG4e4layZjo;29.60499954;-17.47306
ZW040507;ZW0405;Murereka;ZW04;FKhAJhXjzhx;30.02639008;-17.27556
ZW040508;ZW0405;Zumbara;ZW04;w5gb3klCYji;29.88138962;-17.67361
ZW040509;ZW0405;Godzi;ZW04;ooSFsGF2dJY;29.52222061;-17.61778
ZW04050A;ZW0405;Chinhoyi P.H;ZW04;BP0IGornqbn;30.20889091;-17.36222
ZW04050B;ZW0405;St. Rupets;ZW04;toCuAvEIFtG;29.69277954;-17.76917
ZW04050D;ZW0405;Makonde Christ Hosp;ZW04;TUce5qd0i8U;30.16444016;-16.89194
ZW040510;ZW0405;River Ranch;ZW04;YmvLtM3DznO;29.99041;-16.99737
ZW040512;ZW0405;Gudubu;ZW04;IsRIVwWXtQK;30.0577;-16.9298
ZW040525;ZW0405;Hombwe;ZW04;K7zbR9jRGTu;29.77916908;-17.69417
ZW040526;ZW0405;Mukohwe;ZW04;LpQK3Eec8Ay;29.81082916;-17.81028
ZW040527;ZW0405;Obva;ZW04;qLpKVzFktN7;29.50638962;-17.53444
ZW040545;ZW0405;Doma;ZW04;yVBotWcHbOu;30.24221992;-16.75889
ZW040547;ZW0405;Matorangera;ZW04;XkuKaxtXv8w;30.11194038;-17.56833
ZW040548;ZW0405;Umboe;ZW04;VKTZGYgvGbX;30.18333054;-17.0475
ZW040562;ZW0405;Chikonohono;ZW04;cfYVFtLReGT;30.19444084;-17.39
ZW040575;ZW0405;Alaska;ZW04;udWpiurZMVp;30.06749916;-17.37389
ZW040578;ZW0405;Kosana;ZW04;wYA3w30yssa;30.21389008;-16.66722
ZW040580;ZW0405;PSZ Private Clinic;ZW04;v8hbbEXJulE;30.20319;-17.36414
ZW040581;ZW0405;Green Valley;ZW04;d3VmuOC7Mz5;30.15505;-16.68228
ZW040601;ZW0406;Chivhere;ZW04;Xh1S0QX9HWx;30.03055954;-17.66528
ZW040602;ZW0406;Gwebi;ZW04;nqtw8QgNOtK;30.85832977;-17.67694
ZW04060C;ZW0406;Darwendale;ZW04;kvq5cN02EHW;30.54888916;-17.72028
ZW04060D;ZW0406;Raffingora;ZW04;x66hV0UrQCG;30.43055916;-17.03694
ZW04060E;ZW0406;Father Onea;ZW04;dfpYezH6cH6;30.38611031;-17.79944
ZW04060F;ZW0406;Mutorashanga;ZW04;aMFd7hYaHSk;30.67638969;-17.14667
ZW04060G;ZW0406;Zvimba;ZW04;b9vsXIKqid1;30.19889069;-17.69917
ZW040625;ZW0406;Masiyarwa;ZW04;K1kK9fDmd7v;30.32999992;-17.81111
ZW040626;ZW0406;Chirau;ZW04;sdN3U9AOEpk;30.1241703;-17.68167
ZW040627;ZW0406;Jari;ZW04;w3EePaVqKMz;30.03360939;-17.73194
ZW040641;ZW0406;ARDA Sisi;ZW04;mmuli7uwAPQ;30.42028046;-16.89056
ZW040642;ZW0406;Ayrshire;ZW04;s8hVhOA5Ibt;30.43861008;-17.03944
ZW040643;ZW0406;Kutama;ZW04;ZzxlAv1BO5j;30.42000008;-17.73944
ZW040644;ZW0406;Kuwadzana;ZW04;AlhbuXhG77V;30.39472008;-17.37639
ZW040646;ZW0406;Nyabira RDC Clinic;ZW04;X8QsJGkQVdg;30.8116703;-17.67361
